hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Coast,stars,Dogs allowed on leash,Established campsites,Fall foliage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife
Sedge Ridge,2437,1,,,,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Shark Reef Sanctuary,2438,4,,,,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Ship Trail,2439,2,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetipo,2440,3,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuksan Lake,2441,6,,,139.2,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Creek Tie,2442,14,,,,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle Walla Walla Railroad Grade,2443,0,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
She-Who-Watches,2444,1,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Cabin,2445,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring Road,2446,1,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Round Mountain,2447,36,,,133.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Creek,2448,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Harbor Creek,2449,3,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Roundup Creek,2450,0,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawtooth,2451,1,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt Creek,2452,1,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby,2453,14,,,161.95,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Creek,2454,3,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Point,2455,26,,,258.4833333,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Rough Trail,2456,3,,,,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawtooth,2457,3,,,241.2833333,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Creek,2458,2,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruth Arm,2459,20,,,166.2666667,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinson Creek - Robinson Mountain,2460,27,,,227.3333333,0,3.12,0,0,1,0,0,0,0,0,1,0,0,0,0
Rock Lake,2461,4,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Pass,2462,0,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Roaring Creek,2463,0,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Ridge,2464,11,,,187.25,0,2.4,0,0,0,0,0,1,0,0,0,1,0,0,0
Saddle Lake,2465,17,,,128.3333333,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmo Cabin,2466,1,,,,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1
Sahale Glacier,2467,11,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
River View,2468,0,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Creek,2469,17,,,93.33333333,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Round Lake,2470,2,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Saddle Creek,2471,0,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Creek,2472,23,,,,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Ladder,2473,0,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Sauk Lake,2474,8,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Cascades,2475,1,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Ridge,2476,16,,,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Route Creek,2477,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowley's Chasm,2478,0,,,,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Round The Mountain,2479,14,,,,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Cabin,2480,2,,,,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Creek Tie,2481,2,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Quartz Creek Butte,2482,4,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Town,2483,43,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranger Camp,2484,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Viewpoint,2485,11,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mud Mountain Rim Trail,2486,13,,,,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Quartz Mountain,2487,2,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Radio Peak,2488,7,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Hill,2489,4,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Raven Roost,2490,4,,,147.15,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Quilcene ORV,2491,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Pass,2492,38,,,50.68333333,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Race Track Shortcut,2493,1,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Queets Campground Loop,2494,1,,,187.8166667,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Reynolds Creek,2495,5,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Remmel Cutoff,2496,1,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Raging Creek,2497,3,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bluff,2498,5,,,,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Railroad Creek,2499,30,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Mine,2500,5,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Railroad Bridge,2501,4,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rica Canyon,2502,14,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Peak,2503,3,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Remmel Mountain,2504,1,,,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranger Creek,2505,24,,,115.0666667,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainbow Ridge,2506,22,,,147.0333333,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1
Reflection Box Canyon,2507,5,,,,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Remmel Lake,2508,3,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Putvin Trail,2509,46,,,145.9833333,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Valley Lake,2510,5,,,124.15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pomas Creek,2511,8,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Creek Shelter,2512,0,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pioneer's Path Nature,2513,1,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Mountain,2514,31,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptarmigan Creek,2515,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Purcell Mountain,2516,3,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Valley Loop,2517,14,,,123.1833333,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Creek,2518,17,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Placid Lake,2519,0,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Point of Arches,2520,5,,,,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Ridge,2521,0,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot Ridge,2522,54,,,146.7833333,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Angeles Waterfront Trail,2523,1,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Creek,2524,3,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Pot Peak,2525,5,,,201.6666667,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Primrose Overlook,2526,4,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponderosa,2527,0,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Poodle Dog Pass,2528,17,,,,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Creek,2529,0,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Phelps Ridge High Route,2530,4,,,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Puyallup,2531,20,,,118.3,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Creek,2532,8,,,,0,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
Phelps Creek,2533,40,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Defiance,2534,1,,,,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Peak Two,2535,0,,,,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Pear Butte,2536,7,,,,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon Creek,2537,0,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise River,2538,7,,,123.0333333,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Oval Lakes,2539,19,,,264.9333333,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Roadless Area,2540,0,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Oval Pass,2541,7,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Butte,2542,1,,,,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Peepsight,2543,1,,,,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Painter Creek,2544,7,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Panther Creek,2545,2,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Osborne Mountain,2546,6,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise,2547,49,,,144.3666667,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Lakes,2548,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Hills,2549,0,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Stage,2550,2,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Creek,2551,31,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Glacier,2552,17,,,,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympic Hot Springs,2553,39,,,204.2666667,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris Creek,2554,10,,,112.8666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Pear Loop,2555,6,,,159.7333333,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Owl Creek,2556,2,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Neil Pass,2557,23,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Park Pass,2558,1,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearrygin Creek,2559,1,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Loop,2560,0,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Buck Creek,2561,2,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Prince Creek,2562,3,,,,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Obstruction Pass,2563,6,,,235.9833333,0,3.14,0,1,0,1,0,0,0,0,0,0,0,0,0
Old Growth Loop,2564,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninetynine Basin,2565,1,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
North Scatter Creek,2566,10,5.8,2900,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
North Wilderness Beach,2567,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
North Tommy Trail,2568,1,,,249.9,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Twenty Mile,2569,5,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Bridge Creek,2570,3,,,,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Icicle,2571,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
North Creek,2572,8,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil City,2573,10,,,231,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Chiwaukum River,2574,12,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Government,2575,3,,,100.4666667,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Klone Peak,2576,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Ridge,2577,6,,,98.41666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Olallie Creek,2578,3,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Teanaway River,2579,1,,,105.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Goat,2580,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Nooksack Flat,2581,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Fish Creek,2582,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Gib,2583,9,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Loop,2584,47,,,110.6666667,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Ellensburg,2585,5,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Noisy Creek,2586,5,,,,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork 25 Mile Creek,2587,1,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Taneum River,2588,7,,,115.9166667,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordrum Lake,2589,31,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Summit,2590,1,,,,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Naneum Creek,2591,8,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarre Way,2592,1,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Nile Ridge,2593,1,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Muckamuck,2594,1,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Lake,2595,4,,,,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Naneum-Wilson,2596,2,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Tom Creek,2597,1,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Naneum Rim,2598,1,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Naneum Meadows,2599,5,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutton Ridge,2600,1,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Home,2601,0,,,,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Napeequa River,2602,22,,,173.3333333,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ned Hill,2603,8,2.2,850,155.7833333,0,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0
Mount Washington,2604,6,,,139.7833333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Newhalem Creek,2605,1,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Clifty,2606,2,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Miners Cabin,2607,2,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnow Ridge ORV,2608,0,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnow Creek,2609,3,,,,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Barney,2610,0,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Rainier Summit,2611,10,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Margaret,2612,60,6,1500,64.86666667,0,4.25,0,0,0,0,1,0,1,0,0,0,0,0,0
Monument Creek,2613,15,,,218.7666667,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Moore Point,2614,0,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mott Creek,2615,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Monkey Bear Falls,2616,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Aix,2617,66,,,176.95,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Clifty Ridge,2618,3,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Baker,2619,11,,,149.3333333,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Mountain,2620,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Hopper,2621,5,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral Creek,2622,68,,,127.1333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Monument 83,2623,4,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Trail,2624,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Entiat River,2625,3,,,175.5333333,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Creek,2626,9,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk Creek,2627,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Military Road,2628,11,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Martins Park,2629,3,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Lakes,2630,10,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Loop Natures,2631,0,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten Lake,2632,40,,,71.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Little Naches River,2633,1,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Meade Glacier,2634,1,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall's Hill,2635,15,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Cascade River,2636,4,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Creek,2637,21,,,109.85,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0
Massie Lake,2638,7,,,193.8833333,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Falls,2639,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Beaver Creek,2640,1,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
McCall Gulch,2641,0,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Service,2642,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Creek,2643,15,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill Creek,2644,7,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Tommy,2645,4,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
McAllister,2646,2,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Miller Creek Falls,2647,0,,,162.5,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Wenatchee Recreation Trail,2648,1,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Beach Boardwalk,2649,1,,,184.4166667,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Lake,2650,2,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Ridge,2651,2,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie Creek,2652,2,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Pass,2653,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout Creek,2654,0,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Wildcat Lake,2655,10,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Long John,2656,4,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Railroad Creek,2657,2,,,224.6666667,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Peak,2658,2,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Creek,2659,2,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Tree Pass,2660,1,,,,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Creek Ridge,2661,89,,,124.9833333,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Lake,2662,29,,,,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Madcat Meadow,2663,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunch Lake,2664,4,,,213.8666667,0,3.5,0,0,0,0,1,1,0,0,0,0,0,0,0
Ludden Peak,2665,3,,,,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Chiwawa ORV,2666,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Eagle Lakes,2667,0,,,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Beagle,2668,31,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Jim,2669,0,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Lake,2670,5,,,,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Mill Creek,2671,0,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Long View Peak,2672,16,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana Saddle,2673,1,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Maynard Burn,2674,2,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Louie Trail,2675,2,,,148.15,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Lodgepole Creek,2676,0,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorraine Ridge,2677,3,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Fork Dosewallips River,2678,23,,,,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0
Longmire To Reflection Lakes,2679,7,,,,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Pete's Creek,2680,1,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Pass Primitive,2681,7,,,,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Ridge,2682,8,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Sand Creek,2683,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Langfield Falls,2684,0,,,,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily Basin Horse,2685,2,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Vicente,2686,7,,,67.31666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Boulder,2687,0,,,,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Leland Lake,2688,3,,,,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Lillian River,2689,4,,,,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Bridge Creek,2690,1,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Lake,2691,11,,,,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily Lake,2692,0,,,,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemah Meadow,2693,8,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Salmon La Sac,2694,6,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Larch Creek,2695,6,,,295.3666667,0,3.25,0,1,0,0,0,0,0,0,1,0,0,0,0
Little Buck,2696,0,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Jack Mountain,2697,7,,,,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Creek Basin,2698,0,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Beaver Creek,2699,11,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemei Trail,2700,2,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Point,2701,0,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews Creek,2702,1,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesamiz,2703,7,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Bald Mountain,2704,4,,,138.0166667,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Lease Creek,2705,0,,,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Kachess,2706,19,,,71.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Creek,2707,9,,,,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake West,2708,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Klone Peak,2709,0,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelley Creek,2710,12,,,100.5833333,0,3.25,0,0,0,0,1,1,1,0,0,0,0,0,0
Knox Creek,2711,37,,,,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Success,2712,0,,,,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kindy Creek,2713,5,,,158.55,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
La Bohn Gap,2714,5,,,,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennedy Ridge,2715,12,,,,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Labyrinth Mountain,2716,29,,,147.6666667,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Michael,2717,5,,,,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Klonaqua Lakes,2718,11,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
